"Município","Unidade Gestora","Ano","Nº da Conta","Tipo da Conta","Descrição da Conta","Código do Banco","Nome do Banco","Nº da Agência","Extrato","Débito","Crédito","Conciliado","no_key","Extrato","Mês/Ano"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","000000023074X","Conta Investimento - Fundo de Investimento","B/B-23.074-X-SÃO JOSE PRINCESA DBL GBL FNAS-APLICA          ","001","BCO DO BRASIL S.A.","008672","43912.9","0","0","43912.9","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","000000023074X","Conta Corrente","BB C/C - 23.074-X - SAO JOSE DBL GBF FNAS                   ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000223387","Conta Investimento - CDB","C/CDB BB 22.338-7-BRASIL CARINHOSO- APLICAÇÃO               ","001","BCO DO BRASIL S.A.","008372","0.01","0","0","0.01","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000223387","Conta Corrente","BB C/C - 22.338-7 - BRASIL CARINHOSO                        ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000170941","Conta Investimento - CDB","C/CDB BB 17.094-1-MEC/FNDE/PREF MUN SÃO J. PRINCES          ","001","BCO DO BRASIL S.A.","008672","58.5","0","0","58.5","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000170941","Conta Corrente","BB C/C 17.094-1 - MEC-FNDE/PREF MUN SÃO J. PRINCES          ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000159409","Conta Investimento - CDB","C/CDB BB 15.940-9-MERENDA-APLICAÇÃO                         ","001","BCO DO BRASIL S.A.","008672","9066.43","0","0","9066.43","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000159409","Conta Corrente","BB C/C 15.940-9 - MERENDA                                   ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000141828","Conta Investimento - CDB","C/CDB BB 14.182-8-SIMPLES NACIONAL-APLICAÇÃO                ","001","BCO DO BRASIL S.A.","008372","3991.66","0","0","3991.66","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000141828","Conta Corrente","BB C/C - 14.182-8 - SIMPLES NACIONAL                        ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000138452","Conta Investimento - CDB","C/CDB BB 13.845-2-CONTA PNATE-APLICAÇÃO                     ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000138452","Conta Corrente","BB C/C - 13.845-2 - CONTA PNATE                             ","001","BCO DO BRASIL S.A.","086702","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000137693","Conta Investimento - CDB","C/CDB BB 13.769-3-FUNDEB- APLICAÇÃO                         ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000137693","Conta Corrente","BB C/C - 13.769-3 - FUNDEB                                  ","001","BCO DO BRASIL S.A.","008672","0","0","0","0","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000126357","Conta Investimento - CDB","C/CDB BB 12.635-7-FPM- APLICAÇÃO                            ","001","BCO DO BRASIL S.A.","008672","112549.72","0","0","112549.72","01612684000145","Baixar","052026"
"São José de Princesa","Prefeitura Municipal de São José de Princesa","2026","0000000126357","Conta Corrente","BB C/C - 12.635-7 - FPM                                     ","001","BCO DO BRASIL S.A.","008672","0","9749.29","0","9749.29","01612684000145","Baixar","052026"
